# Copyright (C) 1991-2010 Altera Corporation
# Your use of Altera Corporation's design tools, logic functions 
# and other software and tools, and its AMPP partner logic 
# functions, and any output files from any of the foregoing 
# (including device programming or simulation files), and any 
# associated documentation or information are expressly subject 
# to the terms and conditions of the Altera Program License 
# Subscription Agreement, Altera MegaCore Function License 
# Agreement, or other applicable license agreement, including, 
# without limitation, that your use is for the sole purpose of 
# programming logic devices manufactured by Altera and sold by 
# Altera or its authorized distributors.  Please refer to the 
# applicable agreement for further details.

# Quartus II Version 9.1 Build 350 03/24/2010 Service Pack 2 SJ Full Version
# File: E:\My_design\ADDA_DE4_530_HSMA\DE4_HSMA_DVI.csv
# Generated on: Tue Jul 13 14:05:45 2010

# Note: The column header names should not be changed if you wish to import this .csv file into the Quartus II software.

To,Direction,Location,I/O Bank,VREF Group,I/O Standard,Reserved
,Unknown,PIN_AP10,5A,B5A_N0,,
,Unknown,PIN_AN10,5A,B5A_N0,,
,Unknown,PIN_AW8,5A,B5A_N0,,
,Unknown,PIN_AV8,5A,B5A_N0,,
,Unknown,PIN_AJ11,5A,B5A_N0,,
,Unknown,PIN_AH11,5A,B5A_N0,,
,Unknown,PIN_AU10,5A,B5A_N0,,
,Unknown,PIN_AT10,5A,B5A_N0,,
,Unknown,PIN_AH12,5A,B5A_N0,,
,Unknown,PIN_AG12,5A,B5A_N0,,
,Unknown,PIN_AW10,5A,B5A_N0,,
,Unknown,PIN_AV10,5A,B5A_N0,,
,Unknown,PIN_AG13,5A,B5A_N0,,
,Unknown,PIN_AF13,5A,B5A_N0,,
,Unknown,PIN_AU9,5A,B5A_N0,,
,Unknown,PIN_AT9,5A,B5A_N0,,
,Unknown,PIN_AP9,5A,B5A_N0,,
,Unknown,PIN_AN9,5A,B5A_N0,,
,Unknown,PIN_AU8,5A,B5A_N0,,
,Unknown,PIN_AT8,5A,B5A_N0,,
,Unknown,PIN_AP7,5A,B5A_N0,,
,Unknown,PIN_AN7,5A,B5A_N0,,
,Unknown,PIN_AR8,5A,B5A_N0,,
,Unknown,PIN_AP8,5A,B5A_N0,,
,Unknown,PIN_AL9,5A,B5A_N0,,
,Unknown,PIN_AK9,5A,B5A_N0,,
,Unknown,PIN_AU7,5A,B5A_N0,,
,Unknown,PIN_AT7,5A,B5A_N0,,
,Unknown,PIN_AM8,5A,B5A_N0,,
,Unknown,PIN_AL8,5A,B5A_N0,,
,Unknown,PIN_AU6,5A,B5A_N0,,
,Unknown,PIN_AT6,5A,B5A_N0,,
,Unknown,PIN_AJ10,5A,B5A_N0,,
,Unknown,PIN_AH10,5A,B5A_N0,,
,Unknown,PIN_AW4,5A,B5A_N0,,
,Unknown,PIN_AV5,5A,B5A_N0,,
,Unknown,PIN_AE12,5A,B5A_N0,,
,Unknown,PIN_AE13,5A,B5A_N0,,
,Unknown,PIN_AT5,5A,B5A_N0,,
,Unknown,PIN_AR5,5A,B5A_N0,,
,Unknown,PIN_AD12,5A,B5A_N0,,
,Unknown,PIN_AD13,5A,B5A_N0,,
,Unknown,PIN_AW5,5A,B5A_N0,,
,Unknown,PIN_AW6,5A,B5A_N0,,
,Unknown,PIN_AH8,5C,B5C_N0,,
,Unknown,PIN_AH9,5C,B5C_N0,,
,Unknown,PIN_AP5,5C,B5C_N0,,
,Unknown,PIN_AP6,5C,B5C_N0,,
,Unknown,PIN_AK7,5C,B5C_N0,,
,Unknown,PIN_AK8,5C,B5C_N0,,
,Unknown,PIN_AM5,5C,B5C_N0,,
,Unknown,PIN_AM6,5C,B5C_N0,,
,Unknown,PIN_AE10,5C,B5C_N0,,
,Unknown,PIN_AE11,5C,B5C_N0,,
,Unknown,PIN_AN5,5C,B5C_N0,,
,Unknown,PIN_AN6,5C,B5C_N0,,
,Unknown,PIN_AF10,5C,B5C_N0,,
,Unknown,PIN_AF11,5C,B5C_N0,,
,Unknown,PIN_AL5,5C,B5C_N0,,
,Unknown,PIN_AL6,5C,B5C_N0,,
,Unknown,PIN_AG9,5C,B5C_N0,,
,Unknown,PIN_AG10,5C,B5C_N0,,
,Unknown,PIN_AK5,5C,B5C_N0,,
,Unknown,PIN_AK6,5C,B5C_N0,,
,Unknown,PIN_AD9,5C,B5C_N0,,
,Unknown,PIN_AD10,5C,B5C_N0,,
,Unknown,PIN_AJ5,5C,B5C_N0,,
,Unknown,PIN_AJ6,5C,B5C_N0,,
,Unknown,PIN_AC8,5C,B5C_N0,,
,Unknown,PIN_AB9,5C,B5C_N0,,
,Unknown,PIN_AB10,5C,B5C_N0,,
,Unknown,PIN_AB11,5C,B5C_N0,,
,Unknown,PIN_AH6,5C,B5C_N0,,
,Unknown,PIN_AB12,5C,B5C_N0,,
,Unknown,PIN_AB13,5C,B5C_N0,,
,Unknown,PIN_AG6,5C,B5C_N0,,
,Unknown,PIN_AC10,5C,B5C_N0,,
,Unknown,PIN_AE5,5C,B5C_N0,,
,Unknown,PIN_AF6,5C,B5C_N0,,
,Unknown,PIN_AC5,5C,B5C_N0,,
,Unknown,PIN_AA10,,,,
,Unknown,PIN_AA11,,,,
,Unknown,PIN_Y11,,,,
,Unknown,PIN_Y10,,,,
,Unknown,PIN_AA5,6C,B6C_N0,,
,Unknown,PIN_W6,6C,B6C_N0,,
,Unknown,PIN_W5,6C,B6C_N0,,
,Unknown,PIN_W12,6C,B6C_N0,,
,Unknown,PIN_W11,6C,B6C_N0,,
,Unknown,PIN_W8,6C,B6C_N0,,
,Unknown,PIN_W7,6C,B6C_N0,,
,Unknown,PIN_V12,6C,B6C_N0,,
,Unknown,PIN_V11,6C,B6C_N0,,
,Unknown,PIN_V6,6C,B6C_N0,,
,Unknown,PIN_U5,6C,B6C_N0,,
,Unknown,PIN_U10,6C,B6C_N0,,
,Unknown,PIN_T9,6C,B6C_N0,,
,Unknown,PIN_R6,6C,B6C_N0,,
,Unknown,PIN_R5,6C,B6C_N0,,
,Unknown,PIN_V10,6C,B6C_N0,,
,Unknown,PIN_V9,6C,B6C_N0,,
,Unknown,PIN_R7,6C,B6C_N0,,
,Unknown,PIN_P6,6C,B6C_N0,,
,Unknown,PIN_N9,6C,B6C_N0,,
,Unknown,PIN_P8,6C,B6C_N0,,
,Unknown,PIN_N6,6C,B6C_N0,,
,Unknown,PIN_N5,6C,B6C_N0,,
,Unknown,PIN_T10,6C,B6C_N0,,
,Unknown,PIN_R10,6C,B6C_N0,,
,Unknown,PIN_M6,6C,B6C_N0,,
,Unknown,PIN_L5,6C,B6C_N0,,
,Unknown,PIN_R9,6C,B6C_N0,,
,Unknown,PIN_R8,6C,B6C_N0,,
,Unknown,PIN_N8,6C,B6C_N0,,
,Unknown,PIN_N7,6C,B6C_N0,,
,Unknown,PIN_M8,6C,B6C_N0,,
,Unknown,PIN_M7,6C,B6C_N0,,
,Unknown,PIN_K6,6C,B6C_N0,,
,Unknown,PIN_K5,6C,B6C_N0,,
,Unknown,PIN_L8,6C,B6C_N0,,
,Unknown,PIN_L7,6C,B6C_N0,,
,Unknown,PIN_J6,6C,B6C_N0,,
,Unknown,PIN_J5,6C,B6C_N0,,
,Unknown,PIN_K7,6C,B6C_N0,,
,Unknown,PIN_J7,6C,B6C_N0,,
,Unknown,PIN_G8,6A,B6A_N0,,
,Unknown,PIN_F8,6A,B6A_N0,,
,Unknown,PIN_T13,6A,B6A_N0,,
,Unknown,PIN_T12,6A,B6A_N0,,
,Unknown,PIN_F7,6A,B6A_N0,,
,Unknown,PIN_E7,6A,B6A_N0,,
,Unknown,PIN_H7,6A,B6A_N0,,
,Unknown,PIN_G7,6A,B6A_N0,,
,Unknown,PIN_G5,6A,B6A_N0,,
,Unknown,PIN_F5,6A,B6A_N0,,
,Unknown,PIN_R13,6A,B6A_N0,,
,Unknown,PIN_P13,6A,B6A_N0,,
,Unknown,PIN_G6,6A,B6A_N0,,
,Unknown,PIN_F6,6A,B6A_N0,,
,Unknown,PIN_R12,6A,B6A_N0,,
,Unknown,PIN_R11,6A,B6A_N0,,
,Unknown,PIN_G9,6A,B6A_N0,,
,Unknown,PIN_F9,6A,B6A_N0,,
,Unknown,PIN_N11,6A,B6A_N0,,
,Unknown,PIN_N10,6A,B6A_N0,,
,Unknown,PIN_F10,6A,B6A_N0,,
,Unknown,PIN_E10,6A,B6A_N0,,
,Unknown,PIN_M10,6A,B6A_N0,,
,Unknown,PIN_L10,6A,B6A_N0,,
,Unknown,PIN_D7,6A,B6A_N0,,
,Unknown,PIN_C7,6A,B6A_N0,,
,Unknown,PIN_K9,6A,B6A_N0,,
,Unknown,PIN_J9,6A,B6A_N0,,
,Unknown,PIN_D8,6A,B6A_N0,,
,Unknown,PIN_C8,6A,B6A_N0,,
,Unknown,PIN_K8,6A,B6A_N0,,
,Unknown,PIN_J8,6A,B6A_N0,,
,Unknown,PIN_D9,6A,B6A_N0,,
,Unknown,PIN_C9,6A,B6A_N0,,
,Unknown,PIN_M11,6A,B6A_N0,,
,Unknown,PIN_L11,6A,B6A_N0,,
,Unknown,PIN_D5,6A,B6A_N0,,
,Unknown,PIN_C5,6A,B6A_N0,,
,Unknown,PIN_N12,6A,B6A_N0,,
,Unknown,PIN_M12,6A,B6A_N0,,
,Unknown,PIN_D10,6A,B6A_N0,,
,Unknown,PIN_C10,6A,B6A_N0,,
,Unknown,PIN_K10,6A,B6A_N0,,
,Unknown,PIN_J10,6A,B6A_N0,,
,Unknown,PIN_D6,6A,B6A_N0,,
,Unknown,PIN_C6,6A,B6A_N0,,
,Unknown,PIN_H10,6A,B6A_N0,,
,Unknown,PIN_G10,6A,B6A_N0,,
,Unknown,PIN_A8,1A,,,
,Unknown,PIN_H11,1A,,,
,Unknown,PIN_J11,1A,,,
,Unknown,PIN_E11,,,,
,Unknown,PIN_A9,,,,
,Unknown,PIN_F11,,,,
,Unknown,PIN_M13,7A,B7A_N0,,
,Unknown,PIN_N13,7A,B7A_N0,,
,Unknown,PIN_N14,7A,B7A_N0,,
,Unknown,PIN_P14,7A,B7A_N0,,
,Unknown,PIN_N15,7A,B7A_N0,,
,Unknown,PIN_R14,7A,B7A_N0,,
,Unknown,PIN_K13,7A,B7A_N0,,
,Unknown,PIN_L13,7A,B7A_N0,,
,Unknown,PIN_K12,7A,B7A_N0,,
,Unknown,PIN_M14,7A,B7A_N0,,
,Unknown,PIN_K14,7A,B7A_N0,,
,Unknown,PIN_L14,7A,B7A_N0,,
,Unknown,PIN_J13,7A,B7A_N0,,
,Unknown,PIN_J12,7A,B7A_N0,,
,Unknown,PIN_G13,7A,B7A_N0,,
,Unknown,PIN_H13,7A,B7A_N0,,
,Unknown,PIN_G14,7A,B7A_N0,,
,Unknown,PIN_H14,7A,B7A_N0,,
,Unknown,PIN_E13,7A,B7A_N0,,
,Unknown,PIN_F13,7A,B7A_N0,,
,Unknown,PIN_D13,7A,B7A_N0,,
,Unknown,PIN_F12,7A,B7A_N0,,
,Unknown,PIN_E14,7A,B7A_N0,,
,Unknown,PIN_F14,7A,B7A_N0,,
,Unknown,PIN_C11,7A,B7A_N0,,
,Unknown,PIN_A10,7A,B7A_N0,,
,Unknown,PIN_A11,7A,B7A_N0,,
,Unknown,PIN_B11,7A,B7A_N0,,
,Unknown,PIN_B10,7A,B7A_N0,,
,Unknown,PIN_D11,7A,B7A_N0,,
,Unknown,PIN_C14,7A,B7A_N0,,
,Unknown,PIN_D14,7A,B7A_N0,,
,Unknown,PIN_C13,7A,B7A_N0,,
,Unknown,PIN_C12,7A,B7A_N0,,
,Unknown,PIN_A13,7A,B7A_N0,,
,Unknown,PIN_B13,7A,B7A_N0,,
,Unknown,PIN_J15,7A,B7A_N0,,
,Unknown,PIN_K15,7A,B7A_N0,,
,Unknown,PIN_A14,7A,B7A_N0,,
,Unknown,PIN_B14,7A,B7A_N0,,
,Unknown,PIN_G15,7B,B7B_N0,,
,Unknown,PIN_E16,7B,B7B_N0,,
,Unknown,PIN_F16,7B,B7B_N0,,
,Unknown,PIN_G16,7B,B7B_N0,,
,Unknown,PIN_G17,7B,B7B_N0,,
,Unknown,PIN_F15,7B,B7B_N0,,
,Unknown,PIN_C15,7B,B7B_N0,,
,Unknown,PIN_D15,7B,B7B_N0,,
,Unknown,PIN_A16,7B,B7B_N0,,
,Unknown,PIN_D16,7B,B7B_N0,,
,Unknown,PIN_B16,7B,B7B_N0,,
,Unknown,PIN_C16,7B,B7B_N0,,
,Unknown,PIN_P16,7B,B7B_N0,,
,Unknown,PIN_P17,7B,B7B_N0,,
,Unknown,PIN_M16,7B,B7B_N0,,
,Unknown,PIN_N16,7B,B7B_N0,,
,Unknown,PIN_N17,7B,B7B_N0,,
,Unknown,PIN_M17,7B,B7B_N0,,
,Unknown,PIN_J16,7B,B7B_N0,,
,Unknown,PIN_K16,7B,B7B_N0,,
,Unknown,PIN_K17,7B,B7B_N0,,
,Unknown,PIN_L16,7B,B7B_N0,,
,Unknown,PIN_H17,7B,B7B_N0,,
,Unknown,PIN_J17,7B,B7B_N0,,
,Unknown,PIN_C17,7C,B7C_N0,,
,Unknown,PIN_F17,7C,B7C_N0,,
,Unknown,PIN_D17,7C,B7C_N0,,
,Unknown,PIN_E17,7C,B7C_N0,,
,Unknown,PIN_C18,7C,B7C_N0,,
,Unknown,PIN_D18,7C,B7C_N0,,
,Unknown,PIN_F18,7C,B7C_N0,,
,Unknown,PIN_G18,7C,B7C_N0,,
,Unknown,PIN_G20,7C,B7C_N0,,
,Unknown,PIN_F20,7C,B7C_N0,,
,Unknown,PIN_F19,7C,B7C_N0,,
,Unknown,PIN_G19,7C,B7C_N0,,
,Unknown,PIN_R18,7C,B7C_N0,,
,Unknown,PIN_J18,7C,B7C_N0,,
,Unknown,PIN_A17,7C,B7C_N0,,
,Unknown,PIN_B17,7C,B7C_N0,,
,Unknown,PIN_H19,7C,B7C_N0,,
,Unknown,PIN_P18,7C,B7C_N0,,
,Unknown,PIN_A18,7C,B7C_N0,,
,Unknown,PIN_B19,7C,B7C_N0,,
,Unknown,PIN_C19,7C,B7C_N0,,
,Unknown,PIN_D19,7C,B7C_N0,,
,Unknown,PIN_N19,7C,B7C_N0,,
,Unknown,PIN_P19,7C,B7C_N0,,
,Unknown,PIN_C20,7C,B7C_N0,,
,Unknown,PIN_D20,7C,B7C_N0,,
,Unknown,PIN_B20,7C,B7C_N0,,
,Unknown,PIN_A20,7C,B7C_N0,,
,Unknown,PIN_K18,,,,
,Unknown,PIN_J19,,,,
,Unknown,PIN_K19,,,,
,Unknown,PIN_K20,,,,
,Unknown,PIN_J20,,,,
,Unknown,PIN_K21,,,,
,Unknown,PIN_A22,8C,B8C_N0,,
,Unknown,PIN_B23,8C,B8C_N0,,
,Unknown,PIN_A23,8C,B8C_N0,,
,Unknown,PIN_G21,8C,B8C_N0,,
,Unknown,PIN_F21,8C,B8C_N0,,
,Unknown,PIN_M20,8C,B8C_N0,,
,Unknown,PIN_L20,8C,B8C_N0,,
,Unknown,PIN_D21,8C,B8C_N0,,
,Unknown,PIN_C22,8C,B8C_N0,,
,Unknown,PIN_N20,8C,B8C_N0,,
,Unknown,PIN_P20,8C,B8C_N0,,
,Unknown,PIN_A25,8C,B8C_N0,,
,Unknown,PIN_A24,8C,B8C_N0,,
,Unknown,PIN_M21,8C,B8C_N0,,
,Unknown,PIN_R20,8C,B8C_N0,,
,Unknown,PIN_D24,8C,B8C_N0,,
,Unknown,PIN_C24,8C,B8C_N0,,
,Unknown,PIN_N21,8C,B8C_N0,,
,Unknown,PIN_M22,8C,B8C_N0,,
,Unknown,PIN_J22,8C,B8C_N0,,
,Unknown,PIN_H22,8C,B8C_N0,,
,Unknown,PIN_G22,8C,B8C_N0,,
,Unknown,PIN_K22,8C,B8C_N0,,
,Unknown,PIN_J23,8C,B8C_N0,,
,Unknown,PIN_H23,8C,B8C_N0,,
,Unknown,PIN_E22,8C,B8C_N0,,
,Unknown,PIN_D22,8C,B8C_N0,,
,Unknown,PIN_E23,8C,B8C_N0,,
,Unknown,PIN_D23,8C,B8C_N0,,
,Unknown,PIN_G23,8C,B8C_N0,,
,Unknown,PIN_F23,8C,B8C_N0,,
,Unknown,PIN_K24,8B,B8B_N0,,
,Unknown,PIN_J24,8B,B8B_N0,,
,Unknown,PIN_M24,8B,B8B_N0,,
,Unknown,PIN_J25,8B,B8B_N0,,
,Unknown,PIN_L23,8B,B8B_N0,,
,Unknown,PIN_K23,8B,B8B_N0,,
,Unknown,PIN_N22,8B,B8B_N0,,
,Unknown,PIN_M23,8B,B8B_N0,,
,Unknown,PIN_P23,8B,B8B_N0,,
,Unknown,PIN_N23,8B,B8B_N0,,
,Unknown,PIN_R22,8B,B8B_N0,,
,Unknown,PIN_P22,8B,B8B_N0,,
,Unknown,PIN_G24,8B,B8B_N0,,
,Unknown,PIN_F24,8B,B8B_N0,,
,Unknown,PIN_G25,8B,B8B_N0,,
,Unknown,PIN_D25,8B,B8B_N0,,
,Unknown,PIN_F25,8B,B8B_N0,,
,Unknown,PIN_E25,8B,B8B_N0,,
,Unknown,PIN_C25,8B,B8B_N0,,
,Unknown,PIN_B25,8B,B8B_N0,,
,Unknown,PIN_C26,8B,B8B_N0,,
,Unknown,PIN_B26,8B,B8B_N0,,
,Unknown,PIN_A26,8B,B8B_N0,,
,Unknown,PIN_D26,8B,B8B_N0,,
,Unknown,PIN_G26,8A,B8A_N0,,
,Unknown,PIN_F26,8A,B8A_N0,,
,Unknown,PIN_P24,8A,B8A_N0,,
,Unknown,PIN_R24,8A,B8A_N0,,
,Unknown,PIN_A28,8A,B8A_N0,,
,Unknown,PIN_A27,8A,B8A_N0,,
,Unknown,PIN_C27,8A,B8A_N0,,
,Unknown,PIN_D27,8A,B8A_N0,,
,Unknown,PIN_C28,8A,B8A_N0,,
,Unknown,PIN_B28,8A,B8A_N0,,
,Unknown,PIN_B31,8A,B8A_N0,,
,Unknown,PIN_A31,8A,B8A_N0,,
,Unknown,PIN_B29,8A,B8A_N0,,
,Unknown,PIN_A29,8A,B8A_N0,,
,Unknown,PIN_C29,8A,B8A_N0,,
,Unknown,PIN_C30,8A,B8A_N0,,
,Unknown,PIN_F28,8A,B8A_N0,,
,Unknown,PIN_E28,8A,B8A_N0,,
,Unknown,PIN_D28,8A,B8A_N0,,
,Unknown,PIN_F27,8A,B8A_N0,,
,Unknown,PIN_E29,8A,B8A_N0,,
,Unknown,PIN_D29,8A,B8A_N0,,
,Unknown,PIN_G27,8A,B8A_N0,,
,Unknown,PIN_H26,8A,B8A_N0,,
,Unknown,PIN_H28,8A,B8A_N0,,
,Unknown,PIN_G28,8A,B8A_N0,,
,Unknown,PIN_J26,8A,B8A_N0,,
,Unknown,PIN_G29,8A,B8A_N0,,
,Unknown,PIN_L26,8A,B8A_N0,,
,Unknown,PIN_K26,8A,B8A_N0,,
,Unknown,PIN_L25,8A,B8A_N0,,
,Unknown,PIN_K28,8A,B8A_N0,,
,Unknown,PIN_K27,8A,B8A_N0,,
,Unknown,PIN_J27,8A,B8A_N0,,
,Unknown,PIN_M25,8A,B8A_N0,,
,Unknown,PIN_N25,8A,B8A_N0,,
,Unknown,PIN_P26,8A,B8A_N0,,
,Unknown,PIN_N26,8A,B8A_N0,,
,Unknown,PIN_P25,8A,B8A_N0,,
,Unknown,PIN_M27,8A,B8A_N0,,
,Unknown,PIN_A34,,,,
,Unknown,PIN_B36,QL2,,,
,Unknown,PIN_B37,QL2,,,
,Unknown,PIN_C38,QL2,,,
,Unknown,PIN_C39,QL2,,,
,Unknown,PIN_D36,QL2,,,
,Unknown,PIN_D37,QL2,,,
,Unknown,PIN_E38,QL2,,,
,Unknown,PIN_E39,QL2,,,
,Unknown,PIN_F36,QL2,,,
,Unknown,PIN_F37,QL2,,,
,Unknown,PIN_G38,QL2,,,
,Unknown,PIN_G39,QL2,,,
,Unknown,PIN_H36,QL2,,,
,Unknown,PIN_H37,QL2,,,
,Unknown,PIN_J38,QL2,,,
,Unknown,PIN_J39,QL2,,,
,Unknown,PIN_K36,QL2,,,
,Unknown,PIN_K37,QL2,,,
,Unknown,PIN_L38,QL2,,,
,Unknown,PIN_L39,QL2,,,
,Unknown,PIN_M36,QL2,,,
,Unknown,PIN_M37,QL2,,,
,Unknown,PIN_N38,QL2,,,
,Unknown,PIN_N39,QL2,,,
,Unknown,PIN_P36,QL1,,,
,Unknown,PIN_P37,QL1,,,
,Unknown,PIN_R38,QL1,,,
,Unknown,PIN_R39,QL1,,,
,Unknown,PIN_T36,QL1,,,
,Unknown,PIN_T37,QL1,,,
,Unknown,PIN_U38,QL1,,,
,Unknown,PIN_U39,QL1,,,
,Unknown,PIN_V36,QL1,,,
,Unknown,PIN_V37,QL1,,,
,Unknown,PIN_W38,QL1,,,
,Unknown,PIN_W39,QL1,,,
,Unknown,PIN_Y36,QL1,,,
,Unknown,PIN_Y37,QL1,,,
,Unknown,PIN_AA38,QL1,,,
,Unknown,PIN_AA39,QL1,,,
,Unknown,PIN_AB36,QL1,,,
,Unknown,PIN_AB37,QL1,,,
,Unknown,PIN_AC38,QL1,,,
,Unknown,PIN_AC39,QL1,,,
,Unknown,PIN_AD36,QL1,,,
,Unknown,PIN_AD37,QL1,,,
,Unknown,PIN_AE38,QL1,,,
,Unknown,PIN_AE39,QL1,,,
,Unknown,PIN_AF36,QL0,,,
,Unknown,PIN_AF37,QL0,,,
,Unknown,PIN_AG38,QL0,,,
,Unknown,PIN_AG39,QL0,,,
,Unknown,PIN_AH36,QL0,,,
,Unknown,PIN_AH37,QL0,,,
,Unknown,PIN_AJ38,QL0,,,
,Unknown,PIN_AJ39,QL0,,,
,Unknown,PIN_AK36,QL0,,,
,Unknown,PIN_AK37,QL0,,,
,Unknown,PIN_AL38,QL0,,,
,Unknown,PIN_AL39,QL0,,,
,Unknown,PIN_AM36,QL0,,,
,Unknown,PIN_AM37,QL0,,,
,Unknown,PIN_AN38,QL0,,,
,Unknown,PIN_AN39,QL0,,,
,Unknown,PIN_AP36,QL0,,,
,Unknown,PIN_AP37,QL0,,,
,Unknown,PIN_AR38,QL0,,,
,Unknown,PIN_AR39,QL0,,,
,Unknown,PIN_AT36,QL0,,,
,Unknown,PIN_AT37,QL0,,,
,Unknown,PIN_AU38,QL0,,,
,Unknown,PIN_AU39,QL0,,,
,Unknown,PIN_AV36,,,,
,Unknown,PIN_AU35,,,,
,Unknown,PIN_AW38,,,,
,Unknown,PIN_AW2,,,,
,Unknown,PIN_AU5,,,,
,Unknown,PIN_AV4,,,,
,Unknown,PIN_AU1,QR0,,,
,Unknown,PIN_AU2,QR0,,,
,Unknown,PIN_AT3,QR0,,,
,Unknown,PIN_AT4,QR0,,,
,Unknown,PIN_AR1,QR0,,,
,Unknown,PIN_AR2,QR0,,,
,Unknown,PIN_AP3,QR0,,,
,Unknown,PIN_AP4,QR0,,,
,Unknown,PIN_AN1,QR0,,,
,Unknown,PIN_AN2,QR0,,,
,Unknown,PIN_AM3,QR0,,,
,Unknown,PIN_AM4,QR0,,,
,Unknown,PIN_AL1,QR0,,,
,Unknown,PIN_AL2,QR0,,,
,Unknown,PIN_AK3,QR0,,,
,Unknown,PIN_AK4,QR0,,,
,Unknown,PIN_AJ1,QR0,,,
,Unknown,PIN_AJ2,QR0,,,
,Unknown,PIN_AH3,QR0,,,
,Unknown,PIN_AH4,QR0,,,
,Unknown,PIN_AG1,QR0,,,
,Unknown,PIN_AG2,QR0,,,
,Unknown,PIN_AF3,QR0,,,
,Unknown,PIN_AF4,QR0,,,
,Unknown,PIN_AE1,QR1,,,
,Unknown,PIN_AE2,QR1,,,
,Unknown,PIN_AD3,QR1,,,
,Unknown,PIN_AD4,QR1,,,
,Unknown,PIN_AC1,QR1,,,
,Unknown,PIN_AC2,QR1,,,
,Unknown,PIN_AB3,QR1,,,
,Unknown,PIN_AB4,QR1,,,
,Unknown,PIN_AA1,QR1,,,
,Unknown,PIN_AA2,QR1,,,
,Unknown,PIN_Y3,QR1,,,
,Unknown,PIN_Y4,QR1,,,
,Unknown,PIN_W1,QR1,,,
,Unknown,PIN_W2,QR1,,,
,Unknown,PIN_V3,QR1,,,
,Unknown,PIN_V4,QR1,,,
,Unknown,PIN_U1,QR1,,,
,Unknown,PIN_U2,QR1,,,
,Unknown,PIN_T3,QR1,,,
,Unknown,PIN_T4,QR1,,,
,Unknown,PIN_R1,QR1,,,
,Unknown,PIN_R2,QR1,,,
,Unknown,PIN_P3,QR1,,,
,Unknown,PIN_P4,QR1,,,
,Unknown,PIN_N1,QR2,,,
,Unknown,PIN_N2,QR2,,,
,Unknown,PIN_M3,QR2,,,
,Unknown,PIN_M4,QR2,,,
,Unknown,PIN_L1,QR2,,,
,Unknown,PIN_L2,QR2,,,
,Unknown,PIN_K3,QR2,,,
,Unknown,PIN_K4,QR2,,,
,Unknown,PIN_J1,QR2,,,
,Unknown,PIN_J2,QR2,,,
,Unknown,PIN_H3,QR2,,,
,Unknown,PIN_H4,QR2,,,
,Unknown,PIN_G1,QR2,,,
,Unknown,PIN_G2,QR2,,,
,Unknown,PIN_F3,QR2,,,
,Unknown,PIN_F4,QR2,,,
,Unknown,PIN_E1,QR2,,,
,Unknown,PIN_E2,QR2,,,
,Unknown,PIN_D3,QR2,,,
,Unknown,PIN_D4,QR2,,,
,Unknown,PIN_C1,QR2,,,
,Unknown,PIN_C2,QR2,,,
,Unknown,PIN_B3,QR2,,,
,Unknown,PIN_B4,QR2,,,
,Unknown,PIN_A6,,,,
,Unknown,PIN_E35,1A,,,
,Unknown,PIN_J31,1A,,,
,Unknown,PIN_G32,1A,,,
,Unknown,PIN_G34,1A,,,
,Unknown,PIN_D32,1A,,,
,Unknown,PIN_K33,1C,,,
,Unknown,PIN_AA30,1C,,,
,Unknown,PIN_T29,1C,,,
,Unknown,PIN_N32,1C,,,
,Unknown,PIN_AF31,2C,,,
,Unknown,PIN_AL33,2C,,,
,Unknown,PIN_AH31,2C,,,
,Unknown,PIN_AG33,2C,,,
,Unknown,PIN_AJ28,2A,,,
,Unknown,PIN_AT35,2A,,,
,Unknown,PIN_AP31,2A,,,
,Unknown,PIN_AM32,2A,,,
,Unknown,PIN_AG26,2A,,,
,Unknown,PIN_AH25,3A,,,
,Unknown,PIN_AU30,3A,,,
,Unknown,PIN_AR29,3A,,,
,Unknown,PIN_AL26,3A,,,
,Unknown,PIN_AG23,3B,,,
,Unknown,PIN_AR26,3B,,,
,Unknown,PIN_AH21,3C,,,
,Unknown,PIN_AW24,3C,,,
,Unknown,PIN_AK22,3C,,,
,Unknown,PIN_AJ19,4C,,,
,Unknown,PIN_AW17,4C,,,
,Unknown,PIN_AU21,4C,,,
,Unknown,PIN_AJ17,4B,,,
,Unknown,PIN_AW15,4B,,,
,Unknown,PIN_AH15,4A,,,
,Unknown,PIN_AU13,4A,,,
,Unknown,PIN_AP12,4A,,,
,Unknown,PIN_AK15,4A,,,
,Unknown,PIN_AK10,5A,,,
,Unknown,PIN_AW9,5A,,,
,Unknown,PIN_AR7,5A,,,
,Unknown,PIN_AR10,5A,,,
,Unknown,PIN_AN8,5A,,,
,Unknown,PIN_AE9,5C,,,
,Unknown,PIN_AL7,5C,,,
,Unknown,PIN_AJ8,5C,,,
,Unknown,PIN_AH7,5C,,,
,Unknown,PIN_H5,6C,,,
,Unknown,PIN_V13,6C,,,
,Unknown,PIN_T11,6C,,,
,Unknown,PIN_P10,6C,,,
,Unknown,PIN_B8,6A,,,
,Unknown,PIN_M9,6A,,,
,Unknown,PIN_H8,6A,,,
,Unknown,PIN_E5,6A,,,
,Unknown,PIN_E8,6A,,,
,Unknown,PIN_A12,7A,,,
,Unknown,PIN_M15,7A,,,
,Unknown,PIN_J14,7A,,,
,Unknown,PIN_D12,7A,,,
,Unknown,PIN_A15,7B,,,
,Unknown,PIN_L17,7B,,,
,Unknown,PIN_C21,7C,,,
